Date,Open,High,Low,Close,Volume,Change,Price
2020-01-20,170868,171849,168904,169396,568512,-0.014285631157223366,0
2020-01-21,170868,172340,169395,169396,413021,0.0,1
2020-01-22,169395,173323,169395,173324,380522,0.02318826890835668,0
2020-01-23,174304,174304,170868,172342,349287,-0.005665689690983355,0
2020-01-28,167431,170376,166940,167432,677942,-0.028489863179027797,1
2020-01-29,169395,169886,166940,167923,490096,0.0029325338047685445,0
2020-01-30,168903,169885,162521,163995,632053,-0.023391673564669535,0
2020-01-31,164977,168414,162031,162031,587953,-0.011975974877282858,1
2020-02-03,159084,164485,157120,163504,682627,0.009090852984922737,1
2020-02-04,164485,166448,162030,164486,714181,0.006005969272923073,0
2020-02-05,165959,166450,160558,161540,654917,-0.017910338873825093,1
2020-02-06,163012,170868,162521,169396,831467,0.04863191779125908,0
2020-02-07,170376,170867,166940,168414,430732,-0.00579706722708917,1
2020-02-10,167922,172340,166449,169887,496142,0.008746303751469675,1
2020-02-11,170868,173322,169395,170378,433405,0.0028901563980763267,1
2020-02-12,170868,171850,168904,170869,326275,0.002881827465987419,1
2020-02-13,172341,177741,172341,175288,1215090,0.0258619176093966,1
2020-02-14,174796,178724,174305,177743,645545,0.014005522340376997,1
2020-02-17,179215,184125,179215,182653,798265,0.027624153975121413,0
2020-02-18,183633,183633,179215,181180,550403,-0.008064471976917953,0
2020-02-19,182651,183633,176760,178234,738862,-0.016260072855723617,0
2020-02-20,178723,179214,173323,175779,753214,-0.013774027402179145,0
2020-02-21,173323,177741,172832,173815,448780,-0.0111731207937239,0
2020-02-24,169394,171358,165958,165959,768670,-0.045197480079394725,1
2020-02-25,165958,169886,165467,169396,568928,0.020709934381383244,1
2020-02-26,166940,173813,165958,169887,767937,0.0028985336135445294,0
2020-02-27,170376,171849,165958,167432,658855,-0.014450781990381856,0
2020-02-28,164976,168413,163994,166941,819064,-0.0029325338047685445,1
2020-03-02,167431,171850,165467,171851,658143,0.02941158852528747,0
2020-03-03,175286,175777,168904,169396,655782,-0.014285631157223366,1
2020-03-04,168413,171850,167922,171360,427029,0.01159413445417834,1
2020-03-05,173814,178724,171359,178725,908489,0.04297969187675066,0
2020-03-06,178232,179705,173814,174306,706838,-0.0247251363827109,0
2020-03-09,171850,177250,170377,170869,992060,-0.0197181967344785,1
2020-03-10,168904,177742,165958,177743,1203990,0.04022964961461706,0
2020-03-11,176759,178723,169886,171851,816884,-0.033148984770145606,0
2020-03-12,170377,174795,165467,169396,1210096,-0.014285631157223366,0
2020-03-13,162030,170867,153683,167432,2228505,-0.01159413445417834,0
2020-03-16,172833,174797,162522,162522,1054288,-0.029325338047685,1
2020-03-17,155156,167921,155156,164977,1400196,0.015105647235451158,0
2020-03-18,164977,167923,154175,154175,1214771,-0.06547579359547084,0
2020-03-19,160558,161540,136008,137481,2890238,-0.10827955245662402,1
2020-03-20,142882,150247,138463,149756,2019176,0.08928506484532406,1
2020-03-23,142881,181178,142390,171851,6685918,0.14753999839739307,1
2020-03-24,175287,187070,173814,180689,3903710,0.05142827216600421,0
2020-03-25,187561,188052,174305,179707,2334554,-0.005434752530591225,0
2020-03-26,178724,187561,175287,178234,2441069,-0.008196675699889244,1
2020-03-27,185106,186579,175287,180689,1927549,0.013774027402179145,1
2020-03-30,178724,183142,178233,181671,937759,0.005434752530591336,1
2020-03-31,184126,228317,182162,224880,11131989,0.2378420331258153,0
2020-04-01,229788,231752,194436,194437,5208192,-0.1353744219139097,0
2020-04-02,182652,194926,178724,191491,8664631,-0.015151437226453845,1
2020-04-03,188053,213093,188053,192473,4151869,0.005128178347807433,1
2020-04-06,198855,208674,196891,205239,2778989,0.06632618601050533,1
2020-04-07,204747,210638,199346,206221,2206806,0.004784665682448175,0
2020-04-08,206219,208183,203274,203275,1090103,-0.014285645011904657,1
2020-04-09,207693,212602,204747,206712,1348849,0.016908129381379977,0
2020-04-10,210147,211129,199346,205730,1741966,-0.004750570842524837,1
2020-04-13,206220,221441,204256,211622,3635512,0.028639478928693007,1
2020-04-14,216039,216530,208184,212113,1273985,0.002320174651028628,0
2020-04-16,210639,213584,209657,211131,775217,-0.004629607803387836,0
2020-04-17,211620,212602,201801,207203,1786490,-0.01860456304379743,1
2020-04-20,206711,212111,204256,208185,913363,0.004739313619976482,0
2020-04-21,209166,214075,203274,208185,1791508,0.0,1
2020-04-22,204256,213584,204256,210149,1123888,0.009433916948867527,0
2020-04-23,211621,212602,208675,210149,634952,0.0,0
2020-04-24,209656,213093,206711,207694,1076656,-0.011682187400368305,1
2020-04-27,209657,211129,207693,208676,486289,0.00472810962281045,0
2020-04-28,208674,210147,204256,205239,726697,-0.016470509306293013,1
2020-04-29,205238,207202,203274,206712,654481,0.007176998523672484,0
2020-05-04,204255,207201,199837,199838,860366,-0.03325399589767408,1
2020-05-06,200819,204255,196891,203275,603987,0.017198931134218665,0
2020-05-07,202292,203274,199837,200329,402708,-0.014492682326897044,1
2020-05-08,202292,210147,201310,206712,895729,0.03186258604595449,0
2020-05-11,211129,211620,206220,206712,695048,0.0,1
2020-05-12,208184,213584,206711,207203,982920,0.0023752854212624186,1
2020-05-13,207202,211130,206220,211131,763378,0.01895725447990615,1
2020-05-14,211130,213094,208184,213095,959332,0.009302281521898825,1
2020-05-15,215058,217512,211130,213586,827539,0.0023041366526665996,0
2020-05-18,216039,218004,208184,209167,988984,-0.020689558304383238,0
2020-05-19,209166,210638,205238,209167,709054,0.0,1
2020-05-20,210639,215057,209657,214568,661979,0.025821472794465672,0
2020-05-21,214567,216039,211621,214568,530139,0.0,0
2020-05-22,216039,217021,209166,212113,637408,-0.011441594273144173,0
2020-05-25,212111,212111,209657,211131,371033,-0.004629607803387836,0
2020-05-26,211621,212603,209166,210640,482616,-0.002325570380474651,0
2020-05-27,208184,210148,207202,209167,591712,-0.006992973794151203,0
2020-05-28,208675,209656,202292,207203,716459,-0.00938962647071484,1
2020-05-29,208184,210148,205729,209658,660343,0.011848284049941427,1
2020-06-01,210149,228317,209167,223407,3410255,0.06557822739890673,0
2020-06-02,225862,228317,218006,220461,1115810,-0.013186695134888349,1
2020-06-03,227335,230772,220461,223407,1813508,0.013362907725175788,1
2020-06-04,223407,243538,222916,242556,3037387,0.08571351837677432,1
2020-06-05,239610,255813,238628,251885,2899453,0.038461221326209216,0
2020-06-08,255813,258268,248448,251394,1267019,-0.001949302260952468,1
2020-06-09,252376,259741,250412,258759,1345656,0.02929664192462833,1
2020-06-10,258759,265142,256795,263669,1067682,0.018975185404179085,1
2020-06-11,274961,294109,269560,282818,3934710,0.07262514743864457,1
2020-06-12,274961,298038,273979,292147,3865779,0.03298587784370155,0
2020-06-15,292638,295584,263669,269070,3141867,-0.07899105587255728,1
2020-06-16,277907,291654,277416,288219,2041007,0.07116735422009146,0
2020-06-17,288709,292636,275452,284291,1647069,-0.013628525530933078,0
2020-06-18,285272,289200,280853,282327,784181,-0.006908414265664353,1
2020-06-19,283799,287236,275943,286255,1087788,0.013912944918481163,1
2020-06-22,286254,294600,284290,291656,1166332,0.01886779270231087,1
2020-06-23,300002,323078,297056,312769,4485322,0.07239007597992164,1
